server,osobaid,datum,id,pocetSlov,Sentiment,ethos,pathos,logos,neg,neu,pos,manipulation,populism,topics,entities
Twitter,andrej-babis,16.04.2021 0:00:00,ba11395057baa0adac9e7d9566b1a6ef,45,0.3875,0.5,0.8,0.3,0,0.911,0.089,0.4,0.2,"historie druhé světové války","KVV Zlín;Potyka"
Twitter,andrej-babis,26.09.2020 0:00:00,ba11b288bf16a3279d8ebd42407b67e2,45,-0.34,0.5,0.3,0.8,0.045,0.955,0,0.2,0.4,"",""
Twitter,andrej-babis,25.09.2019 0:00:00,ba13cda92bb4c5aa5fd68b7ba91fc622,49,0.079,0.5,0.3,0.7,0,0.968,0.032,0.2,0.1,"zdravotní pojišťovny","Marková;ČT"
Facebook,andrej-babis,21.06.2016 0:00:00,ba262d8fb4c659e82dcb4b85998ccbab,41,0.3612,0.4,0.7,0.3,0.051,0.862,0.086,0.9,0.6,"","Aktuálně;Bison Rose"
Twitter,andrej-babis,28.12.2020 0:00:00,ba277ce518c37b66c46a3866e998d1d8,39,0.1122,0.5,0.3,0.7,0.1117,0.8387,0.0497,0.2,0.4,"nouzový stav;kompenzační bonus;podpora pro osvč","OSVČ"
Facebook,andrej-babis,28.02.2020 0:00:00,ba346d9dede7486ad0c9a5ca91acd805,47,0.0777,0.7,0.5,0.8,0.068,0.841,0.091,0.2,0.1,"prevence paniky;zdravotní situace",""
Twitter,andrej-babis,20.10.2021 0:00:00,ba36c960feaabaf359edf26aa40a0ff0,15,0.5994,0.5,0.2,0,0,0.755,0.245,0,0,"nové začátky","Prima News"
Twitter,andrej-babis,23.12.2020 0:00:00,ba3eeb3bee14f2c3e4e495c344ffb4dd,39,0,0.6,0.2,0.8,0,1,0,0.1,0.3,"stavební projekty","NA;OA;ŘSD"
Twitter,andrej-babis,05.07.2020 0:00:00,ba4a64664b1638a45c745a7773142e01,44,0.6822,0.5,0.3,0.7,0,0.872,0.128,0.4,0.2,"testování na covid-19",""
Twitter,andrej-babis,02.06.2020 0:00:00,ba51092f9f657ab590d97337008a841e,28,0.4767,0.6,0.5,0.7,0.037,0.871,0.092,0.3,0.4,"kompenzační bonus;podpora pro osvč","OSVČ"
Facebook,andrej-babis,12.05.2020 0:00:00,ba53e53a71257c10f7238e168110ee21,7,-0.3818,0.4,0.5,0.3,0.271,0.729,0,0.2,0.6,"boj se suchem;videohovor",""
Twitter,andrej-babis,29.04.2020 0:00:00,ba54057032499cf67a8136f06483e85d,39,0.5994,0.6,0.4,0.7,0,0.9,0.1,0.2,0.3,"smlouva o zamezení dvojího zdanění;obchodní spolupráce",""
Facebook,andrej-babis,18.06.2016 0:00:00,BA585702C72584B57DFFF1B984BDDF54,42,0.3291,0.6,0.4,0.5,0.024,0.925,0.051,0.2,0.3,"","EU"
Facebook,andrej-babis,04.05.2021 0:00:00,ba5bbf55575428a5c927068cc343ff7f,11,0,0.5,0.1,0.2,0,1,0,0.3,0.2,"nato;vojenská spolupráce;mezinárodní bezpečnost","NATO;Peachem;Vojenského výboru NATO"
Twitter,andrej-babis,11.03.2020 0:00:00,ba69f353045f7cac8362c6c79e293fe2,43,0.872,0.5,0.2,0.8,0,0.835,0.165,0.1,0.1,"covid-19;pozitivní případy","FN Brno;ZÚ"
Twitter,andrej-babis,16.01.2020 0:00:00,ba7877fbd2e8fd35ed13a83fbc696ce7,30,0.4215,0.6,0.8,0.7,0.067,0.805,0.128,0.2,0.3,"památka jana palacha;historie československa","Palach"
Facebook,andrej-babis,10.05.2020 0:00:00,ba8ab0e461a3abd7418cb12c92d75872,17,0.4576,0.2,0.5,0.3,0,0.864,0.136,0.4,0.6,"srovnání zemí",""
Twitter,andrej-babis,21.05.2022 0:00:00,ba8fffdda4687a84191119214eb7c185,26,0.392,0.3,0.8,0.2,0,0.892,0.108,0.1,0.4,"cestování;jižní morava;zážitky",""
Facebook,andrej-babis,12.04.2020 0:00:00,ba90d2fc65e3b58569311af9abc4e971,18,0.636,0.2,0.5,0.3,0,0.834,0.166,0.4,0.6,"velikonoce;omezení pohybu;společenské akce",""
Twitter,andrej-babis,08.10.2020 0:00:00,ba9266970a699a32820180b5777aae6c,38,0.4404,0.5,0.7,0.6,0,0.937,0.063,0.4,0.3,"",""
Twitter,andrej-babis,13.05.2020 0:00:00,ba94aac8f47efa893f6b5a687ed6fdd3,38,-0.4404,0.5,0.6,0.4,0.073,0.927,0,0.7,0.6,"","EU;Schillerová"
Facebook,andrej-babis,17.07.2016 0:00:00,BA9B99C6F3B5C70B2BC0CCAEC78F89EC,18,0.4767,0.2,0.4,0.3,0,0.871,0.129,0.1,0.2,"",""
Facebook,andrej-babis,23.09.2020 0:00:00,ba9ba2896aabebb8a75f48692cec68d3,10,0.4033,0,0,0,0,0.838,0.162,0,0,"","Kongresového centra"
Twitter,andrej-babis,09.10.2021 0:00:00,ba9e2a28bbab18198ca416b5a4fb4ccf,32,0.4263,0.3,0.7,0.2,0,0.925,0.075,0.5,0.6,"","ODS;STAN;TOP 09"
Twitter,andrej-babis,07.11.2020 0:00:00,baa6d9a010b17449aaadd12b344754b9,38,-0.128,0.5,0.3,0.8,0.122,0.807,0.07,0.2,0.1,"testování na covid-19",""
Twitter,andrej-babis,07.04.2022 0:00:00,baa8053b61d779465c000592f8c4ff24,16,0,0.6,0.5,0.8,0,1,0,0.4,0.7,"snížení dph",""
Twitter,andrej-babis,27.01.2020 0:00:00,baad2de8c9026e6343f4cdf3a33c7ecb,26,0,0.6,0.2,0.7,0,1,0,0.1,0.1,"","Státní zdravotní ústav"
Twitter,andrej-babis,28.04.2021 0:00:00,bab01e4c5b1f78367fc360a5c6f94ee5,37,0.8316,0.7,0.5,0.8,0,0.845,0.155,0.2,0.3,"vládní schválení;mezinárodní spolupráce","EU"
Facebook,andrej-babis,22.05.2020 0:00:00,bab2d607477d99305660972ad822be01,5,0.6369,0,1,0,0,0.588,0.412,0,0,"příroda",""
Twitter,andrej-babis,01.12.2020 0:00:00,bab53e17a01fc9c1b86e217b360843cc,16,0.2732,0.3,0.6,0.4,0,0.896,0.104,0.5,0.4,"",""
Facebook,andrej-babis,02.07.2019 0:00:00,BABD1D672317FE34C53129D8FB19E718,6,0.4939,0.3,0.5,0.2,0,0.61,0.39,0.4,0.6,"evropská rada;politické rozhodování",""
Twitter,andrej-babis,30.03.2021 0:00:00,babe84957241ce3230242c59d2afa724,19,0.6358,0.5,0.4,0.6,0.067,0.732,0.201,0.3,0.7,"kompenzační bonus;vládní rozhodnutí;finanční pomoc",""
Twitter,andrej-babis,21.08.2020 0:00:00,baca69c59aa1e9816aa092e452dbb690,36,0.8689,0.6,0.4,0.8,0,0.774,0.226,0.2,0.3,"regionální spolupráce;výzkum;dohody;technologie","Centrum pro transdisciplinární systémový výzkum a transfer;Fraunhofer Gesellschaft;Kretschmer;Technickou univerzitou Liberec"
Facebook,andrej-babis,01.04.2017 0:00:00,BAD145691CB83D2891309C477C0F66E7,15,0,0.3,0.5,0.2,0,1,0,0.1,0.4,"sportovní akce",""
Twitter,andrej-babis,27.08.2020 0:00:00,bad391c24554c42431de4c93a33c312e,31,0.2732,0.6,0.3,0.7,0,0.932,0.068,0.2,0.1,"dopady pandemie;cestovní ruch;digitalizace;mezinárodní spolupráce",""
Twitter,andrej-babis,11.09.2022 0:00:00,bad617a699a85f6d007cea5ba151dd90,20,0.3715,0.6,0.5,0.8,0,0.8665,0.1335,0.3,0.4,"navýšení rozpočtu;podpora sportu;dotační program",""
Twitter,andrej-babis,18.03.2020 0:00:00,baddaf01f1f194f2fbcaa52d77ec6664,36,0,0.6,0.5,0.7,0,1,0,0.2,0.1,"podpora občanům",""
Twitter,andrej-babis,27.01.2020 0:00:00,baf2d7f75fb594b8bd1ec21d450f4656,24,0,0.6,0.8,0.7,0,1,0,0.3,0.4,"",""
Facebook,andrej-babis,10.02.2016 0:00:00,BB081C11B7F38D1A1650815756C996D0,18,0,0.5,0.4,0.2,0,1,0,0.1,0,"umění;historie;kultura","Arnault;Fondation Louis Vuitton;Napoleonova;Vuitton"
Twitter,andrej-babis,01.10.2022 0:00:00,bb08fec1fc56d48e3b4da770c3e2df2b,26,0.3226,0.3,0.5,0.2,0.07,0.794,0.136,0.4,0.6,"osobní život;humor;politika","Babiš;Nově"
Twitter,andrej-babis,03.04.2022 0:00:00,bb0eb9a80604870be57dffc2aef9dacd,23,-0.7717,0.6,0.9,0.7,0.268,0.655,0.077,0.4,0.3,"vyšetřování;rusko",""
Twitter,andrej-babis,01.03.2020 0:00:00,bb1621616c7e99879f4de012b26f319b,43,0.6252,0.5,0.6,0.7,0,0.765,0.235,0.2,0.3,"demolice nadjezdů;dálnice d1;trpělivost řidičů",""
Twitter,andrej-babis,23.03.2022 0:00:00,bb17f3ff4020032dd9cde9a11717a13f,15,0.9153,0.6,0.4,0.5,0,0.337,0.663,0.2,0.3,"spolupráce;podpora",""
Twitter,andrej-babis,08.04.2021 0:00:00,bb1b35625f85212d1d333c7ebcbb513b,24,0.6664,0.4,0.3,0.5,0,0.773,0.227,0.2,0.3,"nato;česká republika","NATO"
Twitter,andrej-babis,09.03.2020 0:00:00,bb20e20abc11ec420afe6f72f336f0a6,35,-0.2023,0.5,0.2,0.8,0.081,0.833,0.086,0.1,0,"covid-19;středočeský kraj",""
Twitter,andrej-babis,23.09.2020 0:00:00,bb2a1dd4ef88779c8c4f20aa62d5fd40,31,0.6698,0.6,0.8,0.7,0.057,0.78,0.163,0.4,0.5,"","Běloruská občanská společnost;Lukašenka"
Twitter,andrej-babis,08.01.2021 0:00:00,bb2c9ff48cfd9adade50268070c09929,36,0.2023,0.5,0.2,0.7,0,0.951,0.049,0.1,0.3,"paušální daň",""
Twitter,andrej-babis,29.05.2020 0:00:00,bb2e5bd2731282dd854ae18d55732216,44,0.5023,0.6,0.3,0.8,0.046,0.871,0.083,0.2,0.4,"kompenzační vyhláška;financování zdravotní péče",""
Twitter,andrej-babis,17.04.2020 0:00:00,bb32af959fa4a261d98e2362e4d47af0,18,-0.6369,0.7,0.2,0.8,0.199,0.801,0,0.1,0,"",""
Twitter,andrej-babis,16.10.2020 0:00:00,bb351738c767dd6553b5b94f8a9e59a5,35,0.9245,0.6,0.5,0.7,0,0.73,0.27,0.4,0.3,"epidemie;restrikce;podpora podnikatelů",""
Facebook,andrej-babis,27.03.2020 0:00:00,bb369187ad1fcbd5211cea112af6e847,22,0.8016,0.5,0.7,0.6,0,0.783,0.217,0.4,0.3,"remdesivir;zdravotní péče","VFN"
Twitter,andrej-babis,13.12.2020 0:00:00,bb36f93002b25fd2ff0fe2490ee0272b,14,-0.1357,0.6,0.8,0.2,0.1145,0.8005,0.0845,0.3,0.4,"vlastenectví;rodinné hodnoty",""
Twitter,andrej-babis,13.05.2020 0:00:00,bb3a895bc32706ae00ba0178f0308009,36,0.6227,0.7,0.4,0.8,0.071,0.791,0.138,0.3,0.5,"výběr daní","EET"
Twitter,andrej-babis,14.05.2021 0:00:00,bb40e6a8981afe4bb0497b1059dc430d,23,-0.5859,0.6,0.5,0.7,0.268,0.622,0.111,0.4,0.3,"",""
Twitter,andrej-babis,30.07.2021 0:00:00,bb47e6eabfc9b81c60f11022da107f69,27,0.6369,0.6,0.4,0.7,0,0.839,0.161,0.3,0.5,"",""
Twitter,andrej-babis,18.03.2020 0:00:00,bb49146dd60894bce159df9a587a35ec,28,-0.7096,0.5,0.3,0.8,0.156,0.844,0,0.4,0.2,"daňové příjmy;podpora podnikatelů",""
Twitter,andrej-babis,16.01.2020 0:00:00,bb4aa31a81c416cd0489be9e10789d78,37,-0.6872,0.6,0.5,0.7,0.197,0.696,0.107,0.3,0.2,"kyberbezpečnost",""
Twitter,andrej-babis,20.12.2019 0:00:00,bb4ba644671ae6779f2059ac2cf5e09c,33,0,0.6,0.4,0.7,0,1,0,0.3,0.5,"","Evropských fondů"
Twitter,andrej-babis,18.03.2020 0:00:00,bb507cd0957e660654461e8a82a9846c,45,-0.952,0.8,0.6,0.7,0.334,0.666,0,0.4,0.5,"ochrana spotřebitelů",""
Twitter,andrej-babis,07.11.2019 0:00:00,bb50ab55498617d1a72ba59cda486a62,37,0.6597,0.6,0.4,0.7,0,0.862,0.138,0.3,0.5,"ochrana spotřebitele;novela zákona","ODS;Sněmovna"
Twitter,andrej-babis,19.11.2020 0:00:00,bb54379d37a2317076263fe431849679,26,0.5574,0.6,0.4,0.7,0,0.833,0.167,0.3,0.2,"zdravotní péče;sociální služby;vojenská pomoc",""
Facebook,andrej-babis,17.09.2021 0:00:00,bb5aeea178358168f132c7f9192240f3,13,0.4926,0.5,0.6,0.2,0.093,0.686,0.222,0.7,0.8,"politické vedení;regionální politika;sdílení informací","Mračková;Vildumetzová"
Twitter,andrej-babis,01.07.2021 0:00:00,bb65efc66526bf4db20a75610f511743,38,0.796,0.7,0.4,0.8,0,0.803,0.197,0.3,0.5,"",""
Twitter,andrej-babis,24.02.2020 0:00:00,bb68026c15217e650d756d2c8fca7828,47,0.4482,0.7,0.8,0.6,0.116,0.716,0.169,0.4,0.5,"týrání zvířat;politická aktivita;změna legislativy","Plicku"
Facebook,andrej-babis,07.10.2016 0:00:00,bb73c7e9ab64b822d9f9eecc9595f100,234,0.9804,0.6,0.8,0.7,0.021,0.859,0.119,0.5,0.9,"politická změna;volby","Hašek;Hašek;Haškem;JMK;Šimek;Šimka;Vokřál"
Facebook,andrej-babis,06.04.2021 0:00:00,bb761564643123f80e50b61c0dadda6d,4,0,0.3,0.5,0.2,0,1,0,0.4,0.6,"snížení daní",""
Facebook,andrej-babis,14.01.2021 0:00:00,bb76c9b035d1e86e2405e78726ef7035,7,0,0.3,0.5,0.2,0,1,0,0.1,0.4,"videohovor","Česká lékárnická komora"
Twitter,andrej-babis,15.04.2020 0:00:00,bb7854d8c67d95967a786c106ea48668,46,0,0.6,0.4,0.7,0,1,0,0.3,0.2,"návrat do normálního života;školní aktivity",""
Twitter,andrej-babis,29.04.2020 0:00:00,bb8091268e988ed5053f8c4751622cc0,41,-0.5106,0.6,0.3,0.7,0.064,0.936,0,0.2,0.1,"",""
Twitter,andrej-babis,18.01.2021 0:00:00,bb83e26884bc9b58869d9c7517eb82fc,44,0.2572,0.5,0.3,0.7,0,0.887,0.113,0.2,0.4,"podpora lázeňství","COVID lázeň"
Twitter,andrej-babis,30.09.2019 0:00:00,bb89025f46daa6ca1a471b70614f9ed7,8,0,0.4,0.3,0.5,0,1,0,0.2,0.1,"výsledky jednání vlády;politické rozhodnutí;vládní politika",""
Twitter,andrej-babis,18.06.2021 0:00:00,bb8d10d550465715b9ae8af928298da0,39,0.743,0.8,0.6,0.7,0.028,0.798,0.174,0.3,0.4,"domácí péče",""
Facebook,andrej-babis,22.06.2021 0:00:00,bb91f845c1a3b91132f9444c5bacf399,17,0.4033,0.5,0.4,0.2,0,0.899,0.101,0.1,0.1,"oslava narozenin","Archerem"
Twitter,andrej-babis,15.03.2021 0:00:00,bb98b2d09a0707ed93d81b61bd83a599,20,0,0.5,0.2,0.8,0.098,0.804,0.098,0.1,0.3,"zaměstnanost",""
Twitter,andrej-babis,25.06.2020 0:00:00,bb9af25c81908b154027879ae1b92bac,32,0.7351,0.9,0.8,0.7,0,0.86,0.14,0.2,0.3,"úmrtí generála","Procházka"
Twitter,andrej-babis,27.04.2020 0:00:00,bb9b852ff758ffcd992953850e1e2172,42,0.7579,0.5,0.6,0.7,0,0.885,0.115,0.3,0.4,"podpora zdravotnictví","FN Brno;FN Královské Vinohrady;FN u sv Anny;Nemocnici na Bulovce;Thomayerovu nemocnici;VFN"
Twitter,andrej-babis,28.11.2021 0:00:00,bb9d6b246166d9831b2f97e14287fbfa,38,-0.1431,0.5,0.7,0.6,0.093,0.83,0.077,0.4,0.6,"zdravotní opatření;úmrtnost",""
Facebook,andrej-babis,26.08.2019 0:00:00,BBA0494F16124578CDA8C2E3872111D4,10,0,0.3,0.5,0.2,0,1,0,0.1,0,"politické vztahy;mezinárodní spolupráce;diplomacie","Blokem"
Twitter,andrej-babis,15.01.2021 0:00:00,bba75fd9d683d01a9ddc0c94fe5e109c,43,0.9003,0.7,0.6,0.8,0,0.772,0.228,0.2,0.5,"insolvence;kompenzační bonus;novela zákona","Evropská komise"
Facebook,andrej-babis,17.11.2019 0:00:00,bba8fed2dc74611dd8b00f69e444c582,39,-0.0516,0.6,0.4,0.5,0.025,0.975,0,0.3,0.2,"česká republika","Nové budově Slovenského národního divadla;Slovenského národního divadla"
Twitter,andrej-babis,17.09.2022 0:00:00,bbae229ad2f27869ce6064aab0033a68,31,0.1531,0.6,0.5,0.4,0.064,0.833,0.102,0.3,0.7,"politická situace;stínová vláda;řešení problémů","Fiala"
Twitter,andrej-babis,23.09.2020 0:00:00,bbaf5fb789a828afe2b007a3fd8fea07,49,0.4939,0.5,0.3,0.7,0,0.944,0.056,0.2,0.4,"",""
Facebook,andrej-babis,10.01.2019 0:00:00,BBB4DF98DA81A1AC8304EFE5730C6115,8,0,0.4,0.2,0.3,0,1,0,0.1,0.2,"investice",""
Twitter,andrej-babis,20.01.2020 0:00:00,bbc05ed047ebb1d70748f5669038756b,11,0.5859,0.7,0.6,0.5,0,0.817,0.183,0.2,0.3,"památka","Kubera;Senát"
Twitter,andrej-babis,12.01.2021 0:00:00,bbc06555e24334d0a11927a89458676b,14,0.4019,0.4,0.5,0.3,0,0.816,0.184,0.2,0.1,"pomoc v nemocnicích",""
Twitter,andrej-babis,01.10.2019 0:00:00,bbc643824fc36d4961cc1b884c635eb8,24,0.7717,0.6,0.3,0.7,0,0.782,0.218,0.2,0.1,"","Arajma"
Twitter,andrej-babis,31.08.2020 0:00:00,bbc7381753dfd354f6b95af3e6c4e134,31,-0.5131,0.5,0.3,0.7,0.182,0.756,0.062,0.2,0.4,"",""
Twitter,andrej-babis,12.02.2020 0:00:00,bbc7896097d907fd8e33500a07b31d5a,41,0.9345,0.6,0.3,0.7,0,0.712,0.288,0.2,0.1,"inovační strategie","Inovační strategií ČR 2030;Weissem"
Twitter,andrej-babis,24.06.2021 0:00:00,bbcf02219eeb83a654d3d35e5041df2e,41,0,0.6,0.2,0.8,0,1,0,0.1,0.3,"doprava;infrastruktura;výstavba dálnic",""
Facebook,andrej-babis,12.06.2019 0:00:00,BBD2AEEFCA29067EAED994797DBC74C5,6,0,0.3,0.5,0.2,0,1,0,0.1,0.4,"turismus;infrastruktura",""
Facebook,andrej-babis,10.09.2017 0:00:00,bbd78c7505751d0b1aa932e8e583e6a8,109,0.8544,0.4,0.6,0.3,0.018,0.887,0.096,0.7,0.5,"","Babiš;Echo24cz;Časopis Reflex"
Twitter,andrej-babis,30.07.2020 0:00:00,bbdd611bbd4d36957af8ef67b44059e9,35,0,0.5,0,1,0,1,0,0,0,"","PCR covid 19"
Twitter,andrej-babis,11.11.2020 0:00:00,bbdfbc912aa6eb64093a2be65159a6d5,18,0,0.6,0.4,0.5,0,1,0,0.3,0.2,"státní rozpočet;jednání;politická diskuse",""
Facebook,andrej-babis,31.05.2020 0:00:00,bbe0e50e136bf9a06fb21c76de18e68a,37,0.1426,0.3,0.5,0,0.073,0.843,0.084,0.2,0.4,"","Twitter"
Twitter,andrej-babis,21.10.2020 0:00:00,bbe4399edb8370f1b2da459df25d69ba,7,0.4767,0.3,0.2,0.7,0,0.549,0.451,0.1,0,"zdraví",""
Twitter,andrej-babis,11.09.2020 0:00:00,bbea33b44af617483a775cdea267a4a6,18,0.5574,0.5,0.3,0.7,0,0.816,0.184,0.1,0.2,"covid-19;prevence;zdraví","19"
Twitter,andrej-babis,14.01.2021 0:00:00,bbf0841afe1a304ae87bcb11a0e4e682,22,0,0.6,0.3,0.7,0,1,0,0.2,0.1,"",""
Facebook,andrej-babis,03.10.2020 0:00:00,bc0cc658ec1744f69a583d0d60de31d2,7,0,0.2,0.5,0,0,1,0,0.3,0.4,"politická podpora;regionální politika;veřejné akce","Schillerová"
Twitter,andrej-babis,22.06.2020 0:00:00,bc106295996a0e1ec181ced21eb7e35c,24,0,0.4,0.7,0.5,0,1,0,0.2,0.3,"hackathon;inovace;projekty;spolupráce",""
Twitter,andrej-babis,16.11.2020 0:00:00,bc1293ba64684051c277cf66a080a31e,37,0.6887,0.7,0.6,0.8,0,0.849,0.151,0.3,0.4,"vyslání vojáků","Český červený kříž"
Twitter,andrej-babis,11.05.2021 0:00:00,bc1c27d2998eac347c32ffabfc8defda,40,-0.0386,0.6,0.7,0.5,0.089,0.911,0,0.2,0.1,"","Borek;ČT"
Twitter,andrej-babis,04.12.2020 0:00:00,bc257a5dce22fed00f0b7f12595d685c,39,0,0.7,0.2,0.8,0,1,0,0.1,0.1,"",""
Twitter,andrej-babis,08.11.2019 0:00:00,bc29c5d7a0c9ea7c5e4cb3ec79096a38,35,0.4215,0.6,0.5,0.7,0,0.922,0.078,0.4,0.3,"reverse charge","ECOFIN"
Twitter,andrej-babis,05.11.2019 0:00:00,bc3e5d27b4a8d171394b9103a9475380,53,0.2384,0.6,0.3,0.7,0,0.95,0.05,0.2,0.4,"evropský rozpočet;úspory;koheze;mezinárodní spolupráce","EU rozpočtu"
Twitter,andrej-babis,17.11.2020 0:00:00,bc4e6dc10656c88db467da769adf1cb8,37,0.6597,0.6,0.7,0.5,0,0.891,0.109,0.4,0.5,"společenská soudržnost","Blatný"
Facebook,andrej-babis,18.06.2019 0:00:00,BC4EB7AF69C56AC686261393DC69D179,15,0.4588,0.5,0.3,0.4,0,0.889,0.111,0.2,0.1,"středočeský kraj","Cubex Centrum Praha"
Twitter,andrej-babis,24.01.2023 0:00:00,bc4f8e0c2afbecc5fc4fae826c15002b,28,-0.5413,0.3,0.5,0.2,0.194,0.721,0.085,0.4,0.6,"brno","ČT"
Facebook,andrej-babis,23.08.2020 0:00:00,bc54b2c2b3716e59da65b48dac6abab5,38,0.6187,0.8,0.7,0.6,0.077,0.783,0.14,0.4,0.3,"odpovědnost občanů","Šerý"
Facebook,andrej-babis,24.03.2021 0:00:00,bc5fd1f430cd37aab70dab7e169a9e95,12,0,0.5,0.3,0.4,0,1,0,0.2,0.1,"videohovor","Hamberger"
Facebook,andrej-babis,15.01.2019 0:00:00,BC6BA46CB67BEB1B1561D48D70862679,12,0.4588,0.7,0.5,0,0,0.833,0.167,0,0.2,"policie;doprava",""
Twitter,andrej-babis,05.10.2020 0:00:00,bc703bf6433acfe1de01f4f073bd9230,38,0.8619,0.6,0.5,0.8,0.046,0.691,0.263,0.3,0.4,"stavební zákon;digitalizace","COVID-19;Svaz průmyslu a dopravy"
Twitter,andrej-babis,09.04.2022 0:00:00,bc7582de6ff171e76d88aa84761ca11e,17,-0.296,0.2,0.7,0.3,0.104,0.896,0,0.5,0.6,"kritika vlády;sociální politika","Fiala"
Twitter,andrej-babis,27.02.2020 0:00:00,bc77dfe3a11fdf336389ab315884fc48,47,0.4295,0.6,0.5,0.7,0,0.946,0.054,0.4,0.5,"financování obcí a krajů;investice",""
Facebook,andrej-babis,13.02.2021 0:00:00,bc7891aa80b6d040967c19046b0e96a0,46,0.6249,0.5,0.7,0.6,0.094,0.741,0.165,0.4,0.3,"jednání s hejtmany;nouzový stav","Sněmovna"
Twitter,andrej-babis,03.07.2020 0:00:00,bc7aa66d6017bead43dcf3919d4300dd,44,0.7475,0.6,0.5,0.7,0,0.872,0.128,0.3,0.4,"plán obnovy","EU;Evropská rada"
Twitter,andrej-babis,01.07.2020 0:00:00,bc855478bf6eba7108be12582756fcd8,24,-0.4019,0.5,0.2,0.8,0.076,0.924,0,0.1,0.3,"",""
Twitter,andrej-babis,18.12.2020 0:00:00,bc9e2c36a9ad05cbf1194247675448f6,45,0.6369,0.7,0.6,0.8,0,0.9,0.1,0.4,0.5,"zvýšení platů;podpora vědy a výzkumu;zvýšení důchodů",""
Facebook,andrej-babis,01.05.2017 0:00:00,bca0d879903a9f286e02fdac1297cdcb,324,0.4371,0.5,0.7,0.2,0.0225,0.92,0.0575,0.3,0.6,"osobní zážitky;mladá generace;rodinné vztahy","Iné Kafé;Noname;YouTube"
Twitter,andrej-babis,29.01.2020 0:00:00,bca142396f718466592f7ade31789c7c,16,0.4588,0.3,0.5,0.2,0,0.85,0.15,0.4,0.6,"vláda;politika;babiš","Babiš"
Twitter,andrej-babis,03.10.2019 0:00:00,bcaa8744bd2273edf2042aaebf573c83,43,0.0772,0.5,0.3,0.7,0.034,0.927,0.039,0.2,0.1,"","FN Královské Vinohrady"
Twitter,andrej-babis,01.05.2020 0:00:00,bcb6bfa883af4d9ed6aba2995e0b8028,39,-0.3818,0.6,0.3,0.8,0.049,0.951,0,0.2,0.4,"podpora českých firem;boj s koronavirem","CzechInvestu;MPO"
Twitter,andrej-babis,08.11.2020 0:00:00,bcbb543e49915f78f3578b9262ec918a,47,0.339,0.5,0.6,0.4,0.157,0.648,0.195,0.3,0.7,"ilegální migrace","Trump"
Twitter,andrej-babis,19.11.2019 0:00:00,bcbde04dc8f1503a178069a5591ea8f4,38,0.6486,0.6,0.5,0.7,0,0.888,0.112,0.3,0.4,"humanitární pomoc",""
Twitter,andrej-babis,14.07.2020 0:00:00,bcc8e9e70f4f35da24275b59a7062d5b,34,0.0516,0.5,0.4,0.7,0.054,0.888,0.058,0.3,0.2,"restart ekonomiky",""
Twitter,andrej-babis,24.02.2020 0:00:00,bcc98f28e5ebaa9a023ce6df35b642cd,31,0.7346,0.5,0.2,0.7,0,0.85,0.15,0.3,0.4,"doprava;kosmické aktivity;vodní doprava",""
Twitter,andrej-babis,30.09.2019 0:00:00,bccf075517ecb59c0e3b5501a4a77fb3,44,0.69,0.5,0.8,0.6,0,0.892,0.108,0.7,0.9,"důchody;sociální politika",""
Facebook,andrej-babis,27.11.2016 0:00:00,bcd0f1cf18b47d1c8850679073067da2,13,0.0232,0.4,0.6,0.2,0.129,0.736,0.135,0.3,0.5,"osobní vztahy",""
Twitter,andrej-babis,02.03.2020 0:00:00,bcd1530e0da7d7088f2bfc9269c762ce,41,-0.25,0.7,0.6,0.8,0.104,0.792,0.104,0.3,0.2,"covid-19;bezpečnostní opatření;ochrana občanů;nakažené osoby","Bezpečnostní radě státu"
Twitter,andrej-babis,29.09.2020 0:00:00,bcd5b5160d06afb89a4a70ded5a5e1a4,43,-0.8074,0.7,0.5,0.8,0.119,0.881,0,0.2,0.3,"",""
Twitter,andrej-babis,29.07.2021 0:00:00,bcd7339d82007e4ac2307802f9b28598,42,0.9674,0.6,0.8,0.2,0,0.646,0.354,0.1,0.3,"sportovní úspěchy;olympijské hry","Kosteleckému;Liptákovi"
Twitter,andrej-babis,17.06.2020 0:00:00,bcd84cf8cb993ce7c6c156f68b307a0d,26,0.765,0.5,0.4,0.7,0,0.771,0.229,0.3,0.6,"ochrana životního prostředí",""
Facebook,andrej-babis,26.09.2020 0:00:00,bcdc8876878d4d3ad7f61680b2b1b849,13,0.7003,0.4,0.3,0.2,0,0.734,0.266,0.1,0.2,"víkend","Práva"
Twitter,andrej-babis,29.11.2020 0:00:00,bcdcf2a69fdf73b7a716f43ce7b3954a,21,-0.4215,0.6,0.3,0.7,0.188,0.726,0.086,0.2,0.1,"jednání vlády","PES"
Twitter,andrej-babis,27.05.2020 0:00:00,bcdd324a6bc7b86f18f71af9759ea95c,42,-0.2008,0.6,0.5,0.7,0.12,0.791,0.089,0.4,0.5,"stravenky;ekonomické dopady",""
Facebook,andrej-babis,14.07.2021 0:00:00,bcdf99f605b8a9d762ad2a1ceb71e0f0,206,0.7986,0.6,0.7,0.8,0.014,0.925,0.061,0.4,0.5,"stavební zákon;politická shoda;podpora občanů","Dostálová;SCHVÁLEN;Dostál"
