;EU;ČR;Praha;Česká republika;SPD;Babiš;Česko;Praze;ANO;ČSSD;Evropský parlament;ODS;Brno;Bruselu;Sněmovně;Senátu;Babiše;KSČM;KDU ČSL;Evropské unie;České republice;TOP 09;USA;Zeman;NATO;Evropské komise;Zemana;EP;Německu;Sněmovny;V 4;Okamura;Brusel;ČT;Francie;Německo;Německa;Piráti;Schillerová;Poslanecké sněmovny;STAN;Komise;Ukrajina;Poslanecké sněmovně;Pirátů;EK;Číny;EET;Číně;Hamáček;Senát;Evropská unie;Ostravě;Babišovi;Havlíček;Evropské unii;Ostrava;Francii;Československa;OSN;Sýrie;Unie;nan;Sýrii;ČT 24;Agrofert;Senát Parlamentu ČR;Czech Republic;Piráty;Rusku;Polsko;Rusko;Evropské rady;UK;Havla;Evropskou unii;Turecka;Ruska;HDP;Maláčová;Polska;Čína;Sněmovna;ŘSD;Slovensko;Havlíčkem;Rakousku;Británie;Pražském hradě;Maďarsko;České televize;Evropská komise;Itálie;Turecko;CO 2;Parlamentu;Plzni;Salvini;Trikolóra;Českou republikou;MPO;Le Pen;České;Salvinim;Olomouci;Polsku;PS;Slovensku;Masaryka;NKÚ;Německem;Ústavní soud;New Yorku;Karlovy Vary;Schillerovou;Macron;Čapí hnízdo;Agrofertu;Maďarsku;Juncker;Trumpa;Afghánistánu;republiky;Merkelová;Plzeň;Klause;AB;Fiala;Itálii;MPSV;Klaus;Čínou;ČEZ;Schillerové;Maďarska;Olomouc;FB;Rakousko;TV Barrandov;Brabec;Slovenska;Vojtěch;Evropské radě;Dostálová;Kalousek;Poslanecká sněmovna Parlamentu České republiky;Wildersem;Johnson;Ostravy;Štrasburku;Události komentáře;Zlíně;Trump;Pardubice;BIS;Karlových Varech;Británii;Orbán;Švédsku;Izrael;Turecku;Pražský hrad;Zemanovi;Maláčové;Velké Británie;OECD;Havel;Unii;Huawei;Parlamentu České;Ředitelství silnic a dálnic;Hamáčka;Moravce;Kremlík;Velká Británie;Velké Británii;Prague;Hřib;Gotta;Zlín;Ministerstvo financí;Sněmovnou;Soukupa;David;MF;Hrad;Evropskou komisi;Iráku;Komisi;Putin;Mac;Mae;Staněk;SSSR;Sokolově;Jourová;Kladno;Ústavního soudu;ČNB;Zemanem;KSČ;Palacha;Brabcem;Ruskem;OKD;Evropské komisi;WHO;Staňka;Charanzová;Soros;Benešová;OZE;Salviniho;Toman;Starostové a nezávislí;D 1;Ministerstvo dopravy;SŽDC;Rady;Rakouska;Paříži;Vojtěchem;Šojdrová;Ústí nad Labem;Moskvě;Scheinherr;Československu;ENF;Bruselskou elitou;Pardubicích;Hradci Králové;Úřadu vlády;Association for Accessible Medicines;Dlabajová;Izraeli;von der Leyen;Gott;LIVE;Coelho;USAF;Macrona;Ředitelství silnic a dálnic ŘSD;Varšavské smlouvy;Kladně;Belgie;Islámského státu;Česká televize;Evropa národů a svobody;Svobodnými;Zahradil;Poslanecká sněmovna;Hlaváček;StB;Španělsko;Ministerstva financí;UNESCO;Ministerstvo pro místní rozvoj;Lánech;Olomouce;ČVUT;ČTK;Indie;Rumunska;Vídni;Česká pošta;BBQGuys NewYearsEve;Čaputová;Evropskou radu;Ťok;České televizi;Kyjev;IT;Škoda Auto;Masaryk;Petříček;Událostech komentářích;Hradě;Washingtonu;Nejvyšší kontrolní úřad;Hitler;Radě;Pellegrini;Zdechovský;MMR;Erdogan;Partii;New York;Českých Budějovicích;Pražského hradu;Švýcarsko;Kalouska;Pekingu;Švédsko;Bratislavě;Havlíčka;Maláčovou;Vídeň;Čaputové;Jourovou;Jihlavy;Liberec;Most;Anderson Land Use;Niskanen;MŽP;Tureckem;Benešové;islámu;Berlíně;Bratislava;Český rozhlas;Švédska;Radě EU;Izraele;Kramářova;vila;Kubera;Hamáčkem;Plaga;Československo;Znojmě;Jakla;Senátem;Řecku;Mladé Boleslavi;Parlament;PSP;Jourové;Kladna;AfD;Íránu;Nejvyššího kontrolního úřadu;Okamury;Litoměřicích;Vondráček;Spojené státy;Orbánem;Orbána;Estonska;Michálka;Polčák;Schwarzenberg;Evropská rada;Nováková;PS PČR;Parlamentní listy;EPP;Londýně;Litoměřice;Hnutí ANO;Ministerstvo průmyslu a obchodu;Svoboda;Makedonie;Svoboda a přímá demokracie;Právu;Slovenské republiky;Francií;Primě;Ministerstvo životního prostředí;Singapuru;Plzně;Šumperk;Spojených států;Trumpem;Davosu;Varšava;Dostálovou;Dánsko;SFDI;Michálek;Dánska;Vystrčil;Liberci;Lega;Finsku;HAPPIEST MOMS IN THE;Jihlava;Hřiba;Merkelové;Budapešti;Dzurilla;Srbska;Pirátům;Sorose;Horákové;Kroměříži;Hradu;Novákovou;eurozóny;Tomanem;Evropskou komisí;Lucemburku;Akademie věd;Kremlíka;Rada;Řecko;Japonska;Chebu;Čínu;KDU
Evropský parlament;143;59;34;69;98;33;37;19;37;34;0;28;21;70;10;2;16;16;17;70;25;19;16;4;13;40;4;13;18;5;11;12;11;5;19;19;24;14;9;4;10;18;3;6;9;2;2;5;3;6;1;33;4;5;13;18;3;12;2;12;8;15;0;10;1;5;1;2;5;3;3;4;11;1;3;35;4;1;9;4;6;2;2;1;1;11;8;9;2;5;4;16;12;2;5;9;0;20;2;23;1;30;1;32;3;5;0;3;1;2;6;2;2;10;2;13;1;2;5;18;5;3;1;20;2;5;0;3;8;1;4;2;7;7;9;0;0;4;2;7;1;4;11;4;0;1;24;1;1;9;0;0;2;0;1;1;1;13;2;0;2;0;1;0;3;1;0;3;2;1;4;4;2;3;3;2;1;1;0;0;2;1;1;14;0;2;6;0;8;0;0;0;3;1;0;2;1;1;1;1;1;1;5;1;4;8;0;3;13;13;3;0;8;5;3;3;2;0;3;6;5;4;4;0;0;0;1;20;21;1;2;6;0;10;5;5;0;0;0;0;4;1;0;0;0;4;1;19;20;1;1;3;1;3;1;2;3;2;0;1;1;0;2;1;2;0;0;4;1;3;0;5;0;2;3;1;0;1;1;2;4;2;1;0;2;1;0;1;1;3;0;0;2;2;7;1;0;0;9;8;8;0;0;0;1;1;3;3;4;0;0;5;2;2;0;0;0;2;0;1;0;0;0;1;1;5;0;2;0;3;3;3;4;0;1;1;6;2;1;1;3;0;3;3;8;4;3;2;0;0;2;5;1;6;1;0;4;1;4;2;2;8;2;1;1;2;4;2;0;1;3;0;1;12;2;0;8;1;2;4;4;0;3;5;0;2;0;1;2;0;5;2;1;3;3;2;1;0;1;0
ODS;54;43;22;50;66;35;25;21;74;57;28;0;13;18;31;9;20;34;40;24;19;56;15;8;12;11;15;10;7;20;11;6;2;9;10;7;9;29;11;5;28;11;2;10;16;4;2;9;2;5;8;11;5;8;12;8;6;2;3;6;3;4;0;4;5;6;1;4;15;2;4;3;5;1;4;2;1;0;11;3;1;3;3;3;3;10;7;2;6;3;8;6;6;3;3;7;3;3;5;0;1;0;0;1;3;3;3;3;1;7;3;3;3;1;6;0;3;1;1;3;4;2;0;3;2;9;1;22;1;0;9;2;6;9;0;0;1;4;2;5;4;8;8;5;3;0;0;1;1;1;5;0;0;0;1;1;2;2;0;1;2;1;4;2;3;1;3;2;0;0;4;3;6;3;3;2;0;1;1;0;5;8;3;4;1;2;4;0;3;0;0;0;2;0;0;2;0;2;1;4;1;1;5;0;6;6;0;2;2;2;3;0;0;3;1;1;3;0;4;4;1;6;2;1;0;0;1;1;0;0;1;5;0;2;1;2;0;0;0;0;0;0;0;0;1;0;1;1;0;4;1;3;2;4;3;1;5;2;0;0;2;0;5;0;3;0;0;2;2;2;0;5;2;1;2;2;1;0;1;0;2;1;0;0;0;0;3;1;3;2;6;0;2;1;4;2;0;0;4;0;0;1;0;0;1;1;8;1;2;0;1;2;2;0;0;0;2;3;0;0;2;0;2;0;0;1;0;2;0;1;0;5;1;2;2;1;1;1;1;2;2;1;3;1;0;3;1;0;0;1;3;2;0;3;1;0;1;0;4;1;2;2;0;0;0;1;4;3;1;2;2;5;2;0;1;0;0;1;1;1;2;2;4;2;0;3;1;1;0;1;4;1;4;3;1;0;1;0;0;2
Brno;27;38;54;38;15;9;24;27;12;9;21;13;0;14;5;2;1;5;13;19;14;6;11;1;11;12;4;0;3;4;14;4;2;2;5;6;6;3;12;3;2;6;3;2;1;0;0;5;2;3;0;10;5;1;12;4;10;1;4;7;5;3;0;7;3;0;1;4;1;1;4;0;6;0;6;8;1;0;10;3;3;2;4;9;2;15;4;1;5;3;2;9;2;0;3;5;1;4;2;9;0;7;0;7;7;2;1;4;5;0;2;2;5;11;6;1;2;0;0;0;3;1;0;2;4;1;0;2;0;1;2;0;2;9;2;0;0;7;0;5;5;9;9;5;1;0;7;2;3;2;1;1;2;2;2;2;0;1;0;0;4;1;0;0;2;1;0;2;0;0;9;1;0;4;3;1;0;2;1;0;3;2;2;0;0;0;1;1;2;0;0;0;0;0;0;2;3;0;0;0;1;1;6;1;5;2;0;0;2;1;3;0;0;0;1;7;3;5;2;1;2;7;1;1;1;1;0;7;8;1;4;7;0;2;1;1;0;0;0;0;0;3;0;0;0;0;0;7;7;1;0;2;2;4;1;1;3;3;3;1;0;0;4;3;1;0;0;2;1;1;0;4;3;3;1;0;0;1;1;0;3;0;0;1;0;0;2;0;3;3;0;0;3;1;2;0;2;0;2;9;8;0;0;0;0;1;4;1;2;1;1;0;1;1;0;0;0;1;4;1;4;0;0;0;1;1;0;2;0;2;1;0;1;3;1;1;2;0;1;1;1;0;3;0;8;0;0;2;0;1;4;1;2;1;2;2;0;0;4;2;0;10;1;1;1;3;6;4;0;1;0;0;0;7;2;0;8;2;0;2;3;3;1;1;0;2;0;1;1;1;6;1;4;2;1;1;2;0;0;0
Bruselu;136;73;35;66;80;29;41;20;28;30;70;18;14;0;9;5;11;11;15;65;27;10;23;7;12;44;11;5;20;2;17;8;24;2;20;14;19;7;13;1;4;13;5;6;3;7;4;9;5;6;5;29;2;6;14;23;7;8;3;3;11;11;0;7;0;4;0;5;1;4;10;5;15;2;3;26;9;2;10;3;7;7;2;2;6;14;10;8;5;9;1;18;14;5;8;5;2;15;2;14;3;22;0;21;1;5;0;3;0;2;8;3;5;9;5;15;4;0;8;12;4;3;0;10;2;3;1;2;6;1;3;3;5;11;2;0;0;12;0;7;3;10;16;6;0;0;15;3;1;3;0;0;0;0;3;1;1;12;1;3;8;1;3;2;6;3;2;5;4;0;6;4;1;4;7;2;0;1;0;0;4;1;2;4;0;1;3;3;4;0;0;0;3;1;0;5;1;1;2;2;0;1;5;3;3;7;0;4;4;9;5;1;4;3;2;2;2;0;4;5;2;8;4;1;1;0;1;17;12;1;3;5;0;3;4;4;0;0;0;0;5;2;1;0;3;4;0;16;13;1;2;2;2;4;3;3;3;2;2;2;1;1;5;1;1;0;2;9;2;2;0;3;7;0;3;1;0;5;2;0;3;3;1;0;4;1;2;1;3;7;0;2;2;2;7;1;0;0;8;7;7;0;0;0;1;4;5;2;2;0;0;3;3;0;0;0;0;3;1;1;2;0;1;1;1;3;0;4;0;2;2;3;2;2;1;3;4;4;2;1;1;0;6;3;7;2;3;3;1;0;0;3;1;5;0;0;5;1;4;2;1;9;2;1;2;1;3;5;0;1;3;0;0;11;2;0;7;2;3;3;5;3;2;1;0;1;0;0;1;0;4;2;4;5;1;4;2;0;1;0
Sněmovně;31;30;17;45;81;33;17;18;52;45;10;31;5;9;0;15;19;28;17;13;14;18;11;7;8;6;11;2;7;30;6;9;1;10;7;6;9;19;12;5;11;1;0;5;18;0;0;7;4;7;15;2;2;6;7;7;1;5;3;1;0;2;0;2;2;1;1;3;7;1;1;0;2;1;2;1;0;0;9;7;0;2;15;1;0;6;4;2;2;0;6;1;0;1;1;9;2;0;3;3;0;2;2;4;1;1;0;1;1;8;3;1;3;0;3;1;2;1;2;2;3;4;2;0;2;3;1;12;0;6;2;1;0;3;0;0;0;1;3;1;0;5;3;3;1;2;2;2;0;1;3;0;1;1;1;0;2;0;0;2;0;1;1;4;2;1;3;0;0;2;0;3;2;4;0;2;0;0;1;0;8;7;2;0;0;2;1;0;0;0;0;0;3;0;0;0;0;1;1;1;0;1;4;0;3;2;0;2;0;1;2;0;0;0;0;0;1;0;2;1;0;4;0;1;0;1;2;1;2;0;1;2;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;1;2;0;0;0;4;1;1;0;5;1;0;0;2;0;1;0;1;0;0;1;1;3;0;2;1;1;0;0;1;0;5;1;1;0;0;0;0;0;1;0;1;1;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;1;3;0;0;0;2;2;2;0;1;0;2;1;0;2;0;0;0;0;2;2;1;0;2;1;0;1;0;3;0;1;2;0;0;1;0;2;1;0;3;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;1;0;0;1;1;0;0;1;2;1;0;0;1;0;0;0;0;2;1;1;1;0;2;0;0;2
Senátu;17;26;14;15;9;5;6;13;16;7;2;9;2;5;15;0;8;4;5;4;6;5;6;5;5;4;9;3;2;14;3;1;1;3;3;1;1;2;3;9;3;2;0;5;3;1;2;9;0;1;19;1;1;1;3;2;0;1;1;1;0;0;0;0;0;0;7;2;1;0;0;0;2;3;3;1;0;0;1;1;1;1;4;2;3;4;1;1;4;0;4;0;0;0;0;4;1;0;0;0;0;0;0;0;0;1;3;3;0;4;1;0;0;0;4;0;0;0;0;1;1;2;0;0;1;1;2;0;0;0;0;3;0;3;0;0;0;1;1;0;2;2;3;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;2;3;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;1;0;1;1;0;0;0;0;0;0;2;1;0;0;1;1;0;0;2;2;1;2;0;1;0;0;1;0;0;1;0;4;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;8;0;0;0;0;0;3;0;1;0;0;0;1;0;0;5;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;3;2;0;0;0;1;0;1;0;0;0;2;0;0;0;0;1;0;1;0;0;0;2;1;0;0;0;1;0
Babiše;33;29;6;28;35;46;14;11;45;42;16;20;1;11;19;8;0;17;14;8;14;12;8;16;3;13;20;2;7;12;4;6;1;5;5;5;5;10;5;4;7;4;1;4;10;4;1;8;1;7;6;6;0;8;2;2;0;2;1;1;1;3;0;0;0;12;2;1;5;1;2;2;4;0;0;2;0;0;3;3;1;1;3;1;1;1;3;0;2;1;3;6;1;1;1;2;0;0;1;1;0;0;0;0;0;0;0;2;0;3;2;1;0;0;3;0;6;4;1;2;1;2;0;2;0;6;2;7;0;0;3;1;1;1;0;0;0;1;1;1;0;1;3;1;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0;1;2;0;1;0;1;0;1;0;0;2;3;0;0;1;3;2;0;3;1;0;0;1;0;0;4;0;1;1;1;1;0;2;2;0;2;0;1;2;0;3;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;3;1;1;0;2;2;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;4;1;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;3;0;0;0;0;0;1;0;5;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;3;0;0;0;2;4;0;0;1;1;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;2;0;0;0;0;2;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;1;0;2;0;0;0;1;1;0
KSČM;37;36;9;30;105;42;13;9;109;126;16;34;5;11;28;4;17;0;28;11;12;22;17;1;6;7;7;1;5;15;1;6;5;4;4;7;7;14;8;3;13;5;1;6;9;0;1;5;0;9;6;4;3;1;1;3;1;3;1;1;7;0;0;3;2;1;0;1;4;0;6;0;0;0;2;4;3;2;2;4;4;0;4;0;1;1;3;1;1;6;1;1;4;4;1;8;0;4;2;4;0;3;0;7;0;5;2;0;1;2;3;6;2;1;1;0;1;1;6;3;3;9;0;1;1;1;1;5;2;1;2;2;0;0;1;0;0;1;1;0;1;1;0;1;2;1;3;1;0;0;1;0;1;0;2;0;0;0;0;0;4;1;0;1;1;0;2;0;0;0;0;5;0;0;1;3;0;0;1;0;2;6;0;3;0;0;1;5;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;3;0;1;0;1;0;0;3;0;0;1;0;0;2;1;1;1;1;1;0;0;3;2;3;0;0;1;0;0;1;1;0;0;0;0;0;0;2;0;1;4;0;2;3;0;1;0;2;1;0;0;3;1;0;0;2;0;1;0;1;0;0;0;2;0;0;0;0;1;2;0;0;1;2;0;0;0;0;0;4;0;1;0;1;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;2;0;0;0;1;1;1;0;0;1;2;0;1;1;0;2;0;0;0;0;0;0;0;2;2;1;0;2;1;0;0;0;0;1;0;1;0;2;1;0;0;0;3;1;0;0;6;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
KDU ČSL;36;23;19;32;52;17;10;17;41;46;17;40;13;15;17;5;14;28;0;15;12;47;13;1;6;13;8;5;5;12;4;5;4;3;4;5;5;19;4;3;33;4;1;4;16;1;2;5;3;3;4;7;1;2;4;6;4;1;0;5;6;2;0;7;2;2;1;2;9;1;2;1;1;0;1;5;5;2;4;2;0;3;3;1;3;5;4;0;2;4;1;6;8;5;1;4;0;6;1;3;1;2;1;7;0;1;0;1;0;3;3;3;3;1;2;0;0;1;3;2;2;1;1;1;0;0;1;6;2;0;2;3;3;4;0;0;0;3;1;0;2;2;3;1;2;1;2;0;1;1;1;0;0;0;1;0;0;1;1;1;8;0;3;1;1;1;1;2;0;1;1;0;0;1;4;1;0;1;0;0;3;8;2;3;0;0;4;3;2;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;3;1;0;6;1;1;0;0;4;1;1;1;0;0;1;2;1;3;5;1;0;0;1;1;2;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;5;0;1;2;0;0;1;0;3;0;0;3;0;0;0;1;0;2;1;1;0;0;0;1;0;0;1;2;1;0;0;0;0;3;0;0;1;8;1;5;0;3;0;2;2;3;0;0;1;0;0;0;0;4;3;2;0;0;0;1;1;5;1;0;0;0;1;0;0;0;0;1;0;0;0;3;1;4;0;0;0;0;3;0;2;0;1;1;3;0;1;1;0;0;0;0;1;0;1;1;1;2;1;0;1;0;4;0;4;0;0;1;0;0;1;0;3;0;0;0;0;1;2;0;0;1;0;0;1;1;0;2;2;2;0;1;3;2;1;0;1;0;0;0;0;1;1;2;0;0;2;1;0;0;1
Evropské unie;128;52;41;86;70;21;40;23;23;31;70;24;19;65;13;4;8;11;15;0;33;11;25;2;24;28;10;3;16;5;21;11;13;5;24;16;22;9;19;7;6;14;5;5;4;0;6;10;5;5;6;36;3;3;20;26;6;6;4;8;12;15;0;11;0;1;3;11;1;9;11;5;15;2;4;32;8;4;12;3;5;5;6;3;5;18;10;6;5;13;4;17;13;5;7;9;2;11;3;25;1;24;0;25;4;4;0;6;1;2;12;6;7;9;10;10;2;0;10;9;8;2;0;8;2;4;0;5;7;1;5;5;6;12;2;1;0;9;0;8;3;11;13;8;0;1;20;2;1;3;0;0;2;0;0;1;4;10;0;4;7;1;1;0;7;2;4;7;2;0;4;3;3;6;7;0;0;0;0;0;5;2;2;4;0;1;6;3;4;1;0;0;2;2;0;3;1;1;2;1;1;2;7;3;7;5;1;2;4;5;4;1;7;5;1;2;2;1;3;6;4;10;1;0;0;0;1;17;20;0;2;6;0;3;3;2;0;0;0;0;8;0;0;0;4;4;1;17;20;2;1;1;1;7;2;1;7;1;1;0;0;1;6;2;4;0;0;2;1;2;0;8;4;3;1;0;1;1;4;2;2;3;0;1;2;1;3;1;2;6;2;1;2;2;10;2;0;0;6;7;7;2;0;0;0;5;5;0;2;1;0;2;4;3;0;0;1;2;3;1;2;0;2;1;0;4;0;2;1;1;2;3;2;3;1;4;2;4;0;1;1;0;4;3;7;3;0;4;0;0;4;1;2;4;1;0;5;1;5;2;1;9;2;0;3;1;5;4;0;1;2;0;0;11;3;0;7;2;4;4;8;5;3;1;0;3;0;2;2;2;6;5;4;7;2;3;4;0;0;0
České republice;56;50;35;55;47;19;42;28;24;28;25;19;14;27;14;6;14;12;12;33;0;8;20;3;10;14;6;5;12;12;11;5;5;2;11;13;8;8;14;3;4;9;5;6;4;0;5;11;3;7;3;12;3;5;15;14;4;5;2;7;6;6;0;5;2;2;0;7;2;2;6;5;5;1;8;5;1;5;9;3;9;6;3;3;5;16;13;3;3;5;2;11;5;4;4;5;4;0;3;2;0;2;3;3;2;6;0;7;1;1;5;3;3;0;10;1;1;0;6;1;2;5;3;0;3;3;0;4;3;2;3;3;7;9;2;0;4;8;2;8;5;10;10;4;0;3;1;0;1;5;0;1;2;0;2;1;3;4;1;5;3;0;0;2;4;1;3;2;1;3;5;4;2;6;4;1;1;3;1;0;7;1;2;0;0;0;3;2;5;0;0;0;0;1;0;2;1;1;3;2;1;2;7;0;3;5;3;2;4;2;2;0;1;3;1;4;1;1;1;2;2;9;3;1;0;0;2;4;2;1;2;5;0;3;4;1;2;0;0;0;1;1;1;0;4;2;0;4;2;0;0;2;1;4;4;3;5;3;1;2;3;1;4;0;4;0;0;1;1;2;0;3;4;2;3;1;0;1;4;0;3;2;1;0;0;1;2;0;3;3;2;0;3;3;3;3;0;0;4;0;0;3;0;0;1;2;4;2;4;2;1;0;3;2;0;0;1;5;1;1;4;1;2;0;3;3;0;3;2;1;1;3;1;2;2;1;2;2;6;0;0;0;1;0;0;2;1;2;1;0;2;2;1;4;1;0;2;1;5;2;2;2;1;2;4;1;5;5;0;0;2;0;0;0;1;0;0;2;0;2;4;3;2;0;0;2;0;1;1;1;2;3;5;3;1;1;0;0;1;0
TOP 09;32;18;24;28;51;15;7;18;42;45;19;56;6;10;18;5;12;22;47;11;8;0;12;2;8;10;7;6;4;10;3;4;2;3;5;4;5;26;1;1;51;5;1;3;17;1;2;3;2;3;6;5;2;2;3;7;2;1;0;2;4;0;0;3;0;2;0;0;10;1;0;3;2;1;3;4;3;1;1;0;0;2;2;0;2;2;1;0;0;1;2;3;5;5;1;4;1;5;1;2;1;2;0;6;0;1;0;0;0;2;1;1;0;1;1;0;0;1;2;3;2;1;0;3;1;2;0;11;2;0;2;3;4;1;1;0;0;0;1;1;0;1;2;0;5;0;2;0;1;1;1;0;0;1;0;0;0;3;1;1;3;0;2;2;1;1;2;0;0;0;0;0;0;0;2;1;0;2;0;0;1;5;0;4;1;1;3;1;0;1;0;0;3;0;0;0;0;0;0;1;0;0;0;0;2;2;0;1;2;1;1;0;3;1;5;0;0;0;1;3;1;1;1;1;0;1;1;2;2;0;0;1;0;2;0;3;0;0;0;0;0;0;1;0;1;3;3;2;2;2;0;2;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;2;0;2;1;0;0;3;0;1;0;0;0;7;0;1;1;1;0;0;0;1;1;2;0;0;0;0;1;5;0;0;0;2;2;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;2;0;1;1;1;2;0;4;2;4;1;1;1;1;1;1;0;1;0;1;0;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;2;2;0;1;0;4;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1
USA;62;35;34;44;29;19;28;18;26;28;16;15;11;23;11;6;8;17;13;25;20;12;0;1;31;14;9;3;11;8;18;3;6;4;15;13;16;8;15;4;5;8;8;4;7;2;3;10;7;6;5;11;6;2;19;9;6;7;4;13;12;5;0;11;1;0;0;7;2;9;11;10;9;3;8;6;12;7;19;7;3;14;4;2;6;24;7;8;10;7;2;10;10;8;5;6;3;2;0;3;1;0;0;2;2;2;0;4;3;1;11;4;11;2;10;3;1;0;3;2;13;6;0;1;4;1;0;2;3;1;3;5;6;14;2;0;0;6;2;7;3;10;14;6;1;0;0;5;1;1;0;0;8;0;2;0;4;1;0;9;10;1;0;2;4;3;3;3;2;0;3;2;3;5;6;4;1;1;2;0;7;2;2;4;0;0;1;5;2;1;0;0;1;3;0;3;3;1;1;1;0;0;9;6;5;5;1;3;2;0;3;0;3;2;0;3;0;1;3;2;4;11;1;2;1;0;2;0;0;1;2;11;0;2;2;2;1;0;0;0;4;2;2;0;3;6;1;0;0;1;1;0;3;4;4;2;4;4;2;2;2;5;5;2;4;0;0;4;1;3;0;5;6;4;2;1;0;9;3;0;2;2;0;1;4;2;3;0;4;5;1;2;2;3;4;1;1;0;4;0;0;0;0;0;0;7;3;0;3;2;0;2;2;2;0;0;1;2;2;1;2;0;2;0;2;3;1;2;2;0;4;3;1;3;0;6;2;1;2;0;2;1;4;1;0;1;0;4;1;0;4;2;1;3;0;0;6;1;3;3;0;2;3;4;1;1;5;6;0;0;2;0;0;0;1;14;0;4;1;0;4;5;4;0;0;0;0;1;1;1;3;2;4;2;0;2;3;0;3;0
Zeman;12;17;5;27;14;35;7;4;5;17;4;8;1;7;7;5;16;1;1;2;3;2;1;0;5;2;30;1;2;4;1;2;0;2;0;0;0;1;2;2;5;2;1;1;0;0;8;1;6;5;0;1;0;4;3;1;0;0;2;1;1;0;0;0;0;2;0;0;3;0;0;2;2;0;3;0;0;0;2;1;0;3;0;0;0;1;1;1;5;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;5;0;0;0;0;1;0;0;1;3;1;2;0;0;2;3;2;1;0;0;0;0;3;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;2;9;0;1;0;2;0;6;0;1;2;0;1;0;0;0;1;0;0;1;0;1;1;0;4;0;0;0;0;0;0;4;0;0;0;0;2;0;4;3;1;0;2;0;1;0;4;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;2;0;0;0;0;0;1;0;0;1;1;0;0;0;1;2;0;0;0;2;4;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;1;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;4;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0
